ANNO_ACCADEMICO;ATENEO_CODICE;ATENEO_NOME;ATENEO_REGIONE;GRUPPO_CORSO;CLASSE_CORSO_NOME;CORSO_DI_STUDIO;STUDENTE
2014;8201;Palermo;Sicilia;ARCHITETTURA;Scienze dell'architettura;Scienze dell'Architettura;45
2014;8201;Palermo;Sicilia;ARCHITETTURA;Urbanistica e scienze della pianificazione territoriale e ambientale;Pianificazione Territoriale, Urbanistica e Ambientale;17
2014;8201;Palermo;Sicilia;ARCHITETTURA;Disegno industriale;Disegno Industriale;11
2014;8201;Palermo;Sicilia;ARCHITETTURA;Scienze dell'architettura e dell'ingegneria edile;Restauro, Recupero e Riqualificazione dell'Architettura;14
2014;8201;Palermo;Sicilia;ARCHITETTURA;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;Scienze della Pianificazione Territoriale, Urbanistica, Paesaggistica e Ambientale;208
2014;8201;Palermo;Sicilia;CHIMICO-FARMACEUTICA;Scienze e tecnologie chimiche;Chimica;127
2014;8201;Palermo;Sicilia;CHIMICO-FARMACEUTICA;Scienze e tecnologie farmaceutiche;Scienze Farmaceutiche Applicate;15
2014;8201;Palermo;Sicilia;CHIMICO-FARMACEUTICA;Scienze e tecnologie chimiche;Chimica;35
2014;8201;Palermo;Sicilia;CHIMICO-FARMACEUTICA;Scienze e tecnologie farmaceutiche;Scienze Farmaceutiche Applicate;11
2014;8201;Palermo;Sicilia;CHIMICO-FARMACEUTICA;Scienze e tecnologie farmaceutiche;Informazione Scientifica sul Farmaco;20
2014;8201;Palermo;Sicilia;CHIMICO-FARMACEUTICA;Scienze e tecnologie chimiche;Chimica;29
2014;8201;Palermo;Sicilia;CHIMICO-FARMACEUTICA;Scienze e tecnologie farmaceutiche;Tecniche Erboristiche;2
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze economiche;Economia e Finanza;191
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Statistica;Statistica per l'Analisi dei Dati;71
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze economiche;Economia e Finanza;713
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia e Amministrazione Aziendale;294
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia e Amministrazione Aziendale;916
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze statistiche;Statistica e Informatica per l'Analisi dei Dati;2
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Amministrazione ed Economia delle Imprese;32
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze economiche;Economia e Valutazione delle Politiche Pubbliche e Territoriali;4
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze economiche;Economia e Finanza;164
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia e Amministrazione Aziendale;43
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Statistica;Statistica per l'Analisi dei Dati;29
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze dell'economia e della gestione aziendale;Economia Aziendale;39
2014;8201;Palermo;Sicilia;ECONOMICO-STATISTICA;Scienze statistiche;Statistica e Informatica per la Gestione e l'Analisi dei Dati;6
2014;8201;Palermo;Sicilia;EDUCAZIONE FISICA;Scienze delle attività motorie e sportive;Scienze delle Attività Motorie e Sportive;276
2014;8201;Palermo;Sicilia;EDUCAZIONE FISICA;Scienze delle attività motorie e sportive;Scienze delle Attività Motorie e Sportive;712
2014;8201;Palermo;Sicilia;EDUCAZIONE FISICA;Scienze delle attivita motorie e sportive;Scienze delle Attività Motorie e Sportive;67
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze biologiche;Scienze Biologiche;157
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze della Natura e dell'Ambiente;105
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze geologiche;Scienze Geologiche;178
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze della Natura e dell'Ambiente;43
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze Ambientali;94
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Biotecnologie;Biotecnologie;65
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Biotecnologie;Biotecnologie;111
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze biologiche;Scienze Biologiche;53
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze biologiche;Scienze Biologiche;86
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze geologiche;Scienze Geologiche;30
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze biologiche;Scienze Biologiche;33
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Biotecnologie;Biotecnologie;23
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze biologiche;Biologia Marina;16
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze biologiche;Scienze Biologiche;423
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze Naturali;82
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze biologiche;Scienze Biologiche;243
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze della Terra;Scienze Geologiche;29
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze della Terra;Scienze Geologiche per la Protezione Civile;7
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze Ambientali;1
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze e tecnologie per l'ambiente e la natura;Scienze Naturali;18
2014;8201;Palermo;Sicilia;GEO-BIOLOGICA;Scienze biologiche;Conservazione e Valorizzazione della Biodiversità;2
2014;8201;Palermo;Sicilia;GIURIDICA;Scienze dei servizi giuridici;Operatore in Relazioni Industriali;6
2014;8201;Palermo;Sicilia;GIURIDICA;Scienze dei servizi giuridici;Responsabile Amministrativo (Sede En);1
2014;8201;Palermo;Sicilia;GIURIDICA;Scienze giuridiche;Scienze Giuridiche (Sede Tp);11
2014;8201;Palermo;Sicilia;GIURIDICA;Scienze giuridiche;Scienze Giuridiche (Sede Pa);66
2014;8201;Palermo;Sicilia;GIURIDICA;Scienze giuridiche;Scienze Giuridiche (Sede En);4
2014;8201;Palermo;Sicilia;GIURIDICA;Scienze dei servizi giuridici;Operatore della Pubblica Amministrazione;10
2014;8201;Palermo;Sicilia;GIURIDICA;Scienze dei servizi giuridici;Consulente Giuridico e del Lavoro;38
2014;8201;Palermo;Sicilia;GIURIDICA;Scienze dei servizi giuridici;Consulente del Lavoro (Sede Pa);1
2014;8201;Palermo;Sicilia;GIURIDICA;Scienze dei servizi giuridici;Consulente del Lavoro (En);1
2014;8201;Palermo;Sicilia;GIURIDICA;Scienze dei servizi giuridici;Responsabile Amministrativo (Sede Pa);6
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria per l'Ambiente ed il Territorio;211
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Informatica e delle Telecomunicazioni;255
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Meccanica;137
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Informatica;20
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Gestionale e Informatica;83
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Gestionale e Informatica;6
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Elettronica;100
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Meccanica;360
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Elettronica;208
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria per l'Ambiente ed il Territorio;61
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Gestionale e Informatica;115
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Informatica e delle Telecomunicazioni;125
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Chimica;237
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Chimica;105
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria dell'Energia;316
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria dell'Energia;118
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Elettrica;88
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Elettrica;44
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Gestionale;15
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Gestionale;124
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria Civile ed Edile;79
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria Civile;43
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Gestionale;330
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Gestionale - Palermo;26
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria Civile ed Edile;178
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Aerospaziale;24
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Chimica;29
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria dell'Industria Alimentare;1
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Elettrica (Sede Pa);17
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Elettrica per la Realizzazione e la Gestione dei Sistemi Automatizzati;6
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Energetica;10
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria per l'Ambiente e il Territorio;38
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Gestionale - Agrigento;8
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Gestionale (In Teledidattica);1
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Elettronica ed Applicazioni Infotelematiche;1
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria Civile;74
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Informatica (Sede Pa);38
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Gestionale;2
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Informatica (In Teledidattica);3
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria industriale;Ingegneria Meccanica;31
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Elettronica;31
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Elettronica;1
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria delle Telecomunicazioni (In Teledidattica);2
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria delle Telecomunicazioni;21
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria civile e ambientale;Ingegneria Civile (In Teledidattica);4
2014;8201;Palermo;Sicilia;INGEGNERIA;Ingegneria dell'informazione;Ingegneria Informatica (Sede Ag);17
2014;8201;Palermo;Sicilia;INSEGNAMENTO;Scienze dell'educazione e della formazione;Esperto dei Processi Formativi ed Educatore Professionale;30
2014;8201;Palermo;Sicilia;INSEGNAMENTO;Scienze dell'educazione e della formazione;Scienze dell'Educazione;202
2014;8201;Palermo;Sicilia;INSEGNAMENTO;Scienze dell'educazione e della formazione;Scienze dell'Educazione;582
2014;8201;Palermo;Sicilia;INSEGNAMENTO;Scienze dell'educazione e della formazione;Scienze dell'Educazione;15
2014;8201;Palermo;Sicilia;INSEGNAMENTO;Scienze dell'educazione e della formazione;Educazione di Comunità;109
2014;8201;Palermo;Sicilia;INSEGNAMENTO;Scienze dell'educazione e della formazione;Educatore Interculturale;14
2014;8201;Palermo;Sicilia;INSEGNAMENTO;Scienze dell'educazione e della formazione;Educatore della Prima Infanzia;29
2014;8201;Palermo;Sicilia;INSEGNAMENTO;Scienze dell'educazione e della formazione;Formatore Multimediale;3
2014;8201;Palermo;Sicilia;INSEGNAMENTO;Scienze dell'educazione e della formazione;Educazione di Comunità;365
2014;8201;Palermo;Sicilia;LETTERARIA;Scienze storiche;Scienze Storiche;37
2014;8201;Palermo;Sicilia;LETTERARIA;Filosofia;Studi Filosofici e Storici;202
2014;8201;Palermo;Sicilia;LETTERARIA;Filosofia;Filosofia;45
2014;8201;Palermo;Sicilia;LETTERARIA;Storia;Storia;67
2014;8201;Palermo;Sicilia;LETTERARIA;Discipline delle arti figurative, della musica, dello spettacolo e della moda;Discipline delle Arti, della Musica e dello Spettacolo;35
2014;8201;Palermo;Sicilia;LETTERARIA;Lettere;Lettere;179
2014;8201;Palermo;Sicilia;LETTERARIA;Lettere;Lettere;689
2014;8201;Palermo;Sicilia;LETTERARIA;Beni culturali;Beni Culturali;40
2014;8201;Palermo;Sicilia;LETTERARIA;Beni culturali;Beni Culturali;169
2014;8201;Palermo;Sicilia;LETTERARIA;Lettere;Lettere Moderne;236
2014;8201;Palermo;Sicilia;LETTERARIA;Tecnologie per la conservazione e il restauro dei beni culturali;Conservazione e Restauro dei Beni Culturali;1
2014;8201;Palermo;Sicilia;LETTERARIA;Filosofia;Filosofia e Scienze Etiche;33
2014;8201;Palermo;Sicilia;LETTERARIA;Filosofia;Filosofia della Conoscenza e della Comunicazione;20
2014;8201;Palermo;Sicilia;LETTERARIA;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;Scienze e Tecnologie dell'Arte e dello Spettacolo e della Moda;38
2014;8201;Palermo;Sicilia;LETTERARIA;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;Discipline della Musica;16
2014;8201;Palermo;Sicilia;LETTERARIA;Scienze dei beni culturali;Beni Demoetnoantropologici;48
2014;8201;Palermo;Sicilia;LETTERARIA;Scienze dei beni culturali;Beni Culturali Archeologici;30
2014;8201;Palermo;Sicilia;LETTERARIA;Scienze dei beni culturali;Beni Archivistici e Librari;13
2014;8201;Palermo;Sicilia;LETTERARIA;Filosofia;Studi Filosofici e Storici;75
2014;8201;Palermo;Sicilia;LETTERARIA;Lettere;Lettere Classiche;41
2014;8201;Palermo;Sicilia;LINGUISTICA;Lingue e culture moderne;Lingue e Letterature Moderne e Mediazione Linguistica - Italiano Come Lingua Seconda;74
2014;8201;Palermo;Sicilia;LINGUISTICA;Mediazione linguistica;Mediazione Linguistica e Italiano Come Lingua Seconda;15
2014;8201;Palermo;Sicilia;LINGUISTICA;Mediazione linguistica;Lingue e Letterature Moderne e Mediazione Linguistica - Italiano Come Lingua Seconda;329
2014;8201;Palermo;Sicilia;LINGUISTICA;Lingue e culture moderne;Lingue e Culture Moderne;114
2014;8201;Palermo;Sicilia;LINGUISTICA;Lingue e culture moderne;Lingue e Letterature Moderne e Mediazione Linguistica - Italiano Come Lingua Seconda;212
2014;8201;Palermo;Sicilia;LINGUISTICA;Lingue e culture moderne;Lingue e Letterature Moderne;21
2014;8201;Palermo;Sicilia;LINGUISTICA;Scienze della mediazione linguistica;Traduzione, Italiano L2 e Interculturalità;36
2014;8201;Palermo;Sicilia;LINGUISTICA;Scienze della mediazione linguistica;Scienze del Turismo Culturale;9
2014;8201;Palermo;Sicilia;LINGUISTICA;Scienze della mediazione linguistica;Lingue Straniere L2 per le Relazioni Internazionali e Interculturali;2
2014;8201;Palermo;Sicilia;LINGUISTICA;Scienze della mediazione linguistica;Lingue Straniere e Italiano L2 per le Relazioni Internazionali e Interculturali;1
2014;8201;Palermo;Sicilia;LINGUISTICA;Scienze della mediazione linguistica;Lingue Moderne per il Web;64
2014;8201;Palermo;Sicilia;LINGUISTICA;Lingue e culture moderne;Operatore del Turismo Culturale;3
2014;8201;Palermo;Sicilia;LINGUISTICA;Mediazione linguistica;Lingue e Letterature Moderne e Mediazione Linguistica - Italiano Come Lingua Seconda;112
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);1
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della prevenzione;Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario);10
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della prevenzione;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);57
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;Corso di Laurea in Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o) (Sede Tp);1
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere) (Sede Policlinico Pa);9
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o) (Sede Pa);1
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Corso di Laurea in Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);1
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);10
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);2
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);1
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie tecniche;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);2
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie tecniche;Tecniche di Laboratorio Biomedico (Abilitante all’Esercizio della Professione di Tecnico di Laboratorio Biomedico);1
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie tecniche;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);18
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie tecniche;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);4
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della prevenzione;Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario);5
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie tecniche;Tecniche di Laboratorio Biomedico (Abilitante all'Esercizio della Professione di Tecnico di Laboratorio Biomedico);3
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);22
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della prevenzione;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);8
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie tecniche;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);65
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);121
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);24
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);88
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);573
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);42
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);18
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie tecniche;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);76
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia);7
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);29
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);12
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie tecniche;Dietistica (Abilitante alla Professione Sanitaria di Dietista);15
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie della riabilitazione;Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia);5
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);11
2014;8201;Palermo;Sicilia;MEDICA;Professioni sanitarie tecniche;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);10
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze della comunicazione;Scienze della Comunicazione per i Media e le Istituzioni;166
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze della comunicazione;Scienze della Comunicazione per i Media e le Istituzioni;599
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze dell'amministrazione e dell'organizzazione;Scienze dell'Amministrazione, dell'Organizzazione e Consulenza del Lavoro;88
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze dell'amministrazione e dell'organizzazione;Scienze dell'Amministrazione, dell'Organizzazione e Consulenza del Lavoro;326
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze dell'amministrazione e dell'organizzazione;Scienze dell'Amministrazione e dell'Organizzazione;59
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze del servizio sociale;Servizio Sociale (Sede Tp);27
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze del turismo;Scienze del Turismo;365
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze della comunicazione;Scienze della Comunicazione per le Culture e le Arti;381
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze del turismo;Scienze del Turismo;106
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze della comunicazione;Scienze della Comunicazione per le Culture e le Arti;130
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze politiche e delle relazioni internazionali;Scienze Politiche e delle Relazioni Internazionali;430
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze politiche e delle relazioni internazionali;Scienze Politiche e delle Relazioni Internazionali;155
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze sociali per la cooperazione, lo sviluppo e la pace;Sviluppo Economico e Cooperazione Internazionale;228
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Servizio sociale;Scienze del Servizio Sociale;123
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Servizio sociale;Servizio Sociale;40
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Servizio sociale;Servizio Sociale;48
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze del servizio sociale;Servizio Sociale (Sede Pa);8
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze sociali per la cooperazione, lo sviluppo e la pace;Sviluppo Economico e Cooperazione Internazionale;46
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Servizio sociale;Servizio Sociale;12
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze politiche e delle relazioni internazionali;Scienze Politiche e delle Relazioni Internazionali;24
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Servizio sociale;Servizio Sociale;133
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze della comunicazione;Comunicazione Pubblica;12
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze della comunicazione;Discipline della Comunicazione;15
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze della comunicazione;Giornalismo per Uffici Stampa;9
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze del servizio sociale;Servizio Sociale (Sede Ag);10
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze della comunicazione;Giornalismo per Uffici Stampa (Sede En);1
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze della comunicazione;Comunicazione Internazionale;19
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze della comunicazione;Tecnica Pubblicitaria;9
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze politiche e delle relazioni internazionali;Scienze Politiche;8
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze politiche e delle relazioni internazionali;Studi Europei;7
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze politiche e delle relazioni internazionali;Studi Europei (Sede Pa);1
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze dell'amministrazione;Responsabile del Governo e delle Politiche Locali (Sede Pa);4
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze dell'amministrazione;Scienze dell'Amministrazione;16
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze dell'amministrazione;Scienze dell'Amministrazione(Sede En);4
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze sociali per la cooperazione, lo sviluppo e la pace;Sviluppo Economico e Cooperazione Internazionale;37
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze del turismo;Economia e Gestione dei Servizi Turistici;82
2014;8201;Palermo;Sicilia;POLITICO-SOCIALE;Scienze del servizio sociale;Organizzazione dei Servizi Sociali;2
